Store Number,Store Name,County Number
3621,"Jensen Liquors, Ltd.",71
2628,Hy-Vee Food Store / Eldora,42
3587,Save A Lot  #482,56
3536,Geno's Liquor,99
3833,Wal-Mart 3394 / Atlantic,15
5028,Midtown Liquor,11
4420,KUM & GO #38 / OTTUMWA,90
3417,Big G Food Store,48
4482,Indy 66 West #929 / Indianola,91
3886,Wal-Mart 0646 / Anamosa,53
3734,"Shortee's Pit Stop, Inc.",71
4136,Fareway Stores #983 / Grimes,77
4191,Fareway Stores #995 / Pella,63
4901,Fareway Stores #137 / Polk City,77
4265,Kwik Stop 3 / Waterloo,7
5073,"Williams Boulevard Service, Inc.",57
4021,Wal-Mart 0985 / Fairfield,51
4271,Fareway Stores #827 / Centerville,4
4575,Casey's General Store #2304 / Slater,85
4447,QUIK TRIP #567 / URBANDALE,77
3721,Wal-Mart 0913 / Decorah,96
2846,CVS Pharmacy #8443 / Cedar Rapids,57
4462,SHELTON'S,95
4577,Casey's General Store #2551 / Woodwa,25
4602,Cheap Smokes / Beer City,65
4005,Lansing Liquor and More,3
5018,Super Saver Liquor LLC,82
4321,Fareway Stores #501 / Charles City,34
5057,Kum & Go #535 / Des Moines,77
3852,Clark Of Cedar Rapids,57
4800,Walgreens #07968 / Des Moines,77
4010,Newman's Thriftway,65
2553,Hy-Vee Food Store / Creston,88
5008,Emmetsburg Food Pride,74
4824,Casey's General Store #3224 / Cresto,88
4029,The Store,28
4819,Super Stop 2 / Altoona,77
4398,KUM & GO #4786 / BELMOND,99
4425,Quik Trip #575 / Council Bluffs,78
3772,Shop N Save #1 / Mlk Pkwy,77
4133,Mccoy's 1447,40
4150,Fareway Stores #951 / Waterloo,7
2537,Hy-Vee Drugstore / Fort Dodge,94
3763,Main Street Liquors / Hawarden,84
3888,Wal-Mart 0647 / Grinnell,79
4158,Fareway Stores #409 / Carroll,14
3606,Scotty's Liquor Store,38
3819,Quillins Decorah,96
4036,Five Star Snacks and More,7
4327,Quick Mart / Hiawatha,57
4504,JIFFY EXPRESS #921 / INDIANOLA,91
3878,Liquor and Tobacco Outlet /,7
3676,T and M Foods,12
4395,KUM & GO #133 / ELLSWORTH,40
3813,CGI Foods,80
4960,AJ's Liquor III,85
4453,SID'S GAS and GROCERIES,95
4308,Keystone Liquor and Wine / Coralvill,52
4104,Fareway Stores #491 / Mason City,17
4807,Williamsburg Foods,48
5098,Best Food Mart 3  LLC,77
4517,Casey's General Store #2767 / Cedar,57
3690,Target Store T-1792 / Waterloo,7
3656,Target Store T-1767 / Ankeny,77
2656,Hy-Vee Food Store / Corning,22
4742,No Frills Supermarkets #786 / Counci,78
4350,Kum & Go #703 / Marshalltown,64
4299,Hometown Market / Central City,57
4974,Super Stop  SE 14th,77
4474,Bucky's Express #34 / Council Bluffs,78
2367,Spencer's Grocery,73
5144,Sam's Club 6979 / Ankeny,77
4458,QUIK TRIP #568 / JOHNSTON,77
4349,Southside Food Mart,77
4437,Kum & Go #215  Ames,85
2668,Hy-Vee Food Store / Leon,27
4358,Kum & Go #553 / Clarion,99
2960,Dahl's / Wdm,77
3531,Osage Liquors,66
4268,Fareway Stores #531 / Algona,55
4099,Chubbys Liquor,34
3648,Fairbank Food Center,10
3403,Econ-o-mart / Columbus Junction,58
4635,Kwik Shop #563 / Cedar Rapids,57
4522,Casey's General Store #2523 / Monroe,50
4016,Hometown Foods / Conrad,38
4157,Fareway Stores #993 / North Liberty,52
4044,Kum & Go #713 / Burlington,29
4414,KUM & GO #23 / NEOLA,78
4708,No Frills Supermarkets #803 / Glenwo,65
4473,Casey's General Store #92 / Panora,39
2958,Dahl's / E 33rd,77
4015,Wal-Mart 0749 / Ames,85
4891,Schottsy's Liquor,72
3957,Karl's Grocery Store,22
3749,Wal-Mart 1526 / Storm Lake,11
2634,Hy-Vee Wine and Spirits / Ames,85
2498,Charley's Quik Shop,33
2551,Hy-Vee Food Store / Chariton,59
4817,Casey's General Store #3217 / Knoxvi,63
3710,New York Dollar Store,58
3632,Wal-Mart 2004 / Dubuque,31
4276,Wj's Liquor,95
4711,Walgreens #06154 / Dubuque,31
2839,CVS Pharmacy #8659 / Davenport,82
4609,Kum & Go #579 / Ankeny,77
4558,Kum & Go #226 / Sioux City,97
5155,New Star  /  Ansborough Ave,7
3858,Harolds Jack N Jill / Davenport,82
4008,Sioux Valley Spirits,97
4483,Sauce,52
4368,Kum & Go #570 / Johnston,77
4162,Fareway Stores #963 / Cedar Rapids,57
4805,Liquor Tobacco & Grocery / Fort Dodg,94
4440,Kum & Go #219  Council Bluffs,78
4255,FAREWAY STORES #058 / ORANGE CITY,84
4812,Liquor Beer & Tobacco Outlet / Charl,34
3911,"Burg Spirits, Llc.",48
4077,Xo Food And Liquor,7
4583,Kum & Go #5100 / Manson,13
4406,KUM & GO #4020 / ANKENY,77
4777,Casey's General Store #1365 / Paulli,71
4952,Sub Express & Gas,82
4361,Quik Trip #538 / NW 2nd / DSM,77
4117,Tobacco Shop / Arnolds Park,30
4335,The Bottle Shop / Inwood,60
4215,New Star Market #1 / Waterloo,7
3845,Otho Convenience and Food,94
4140,Fareway Stores #900 / Euclid,77
4795,Walgreens #00359 / Des Moines,77
4137,Fareway Stores #989 / Waukee,25
3994,Great Spirits Wine & Liquor Co.,30
2951,Dahl's / Hickman,77
4297,Discount Liquor / Cedar Rapids,57
4409,Kum & Go #90 / BOONE,8
4427,Kum & Go #507 / North Liberty,52
4958,Five Corners Liquor & Wine,7
4467,Kum & Go #438 / Muscatine,70
5163,Gasland Express  /  Mt Pleasant,44
4097,Schleswig Foods And Spirits,24
4092,Fareway Stores #077 / Norwalk,91
4680,Afal Food & Liquor / Des Moines,77
2152,Dugans Supermarket,17
4118,Lake View Redemption Center,81
4684,Indy 66 #928 / Indianola,91
4121,Newport Bp / Wapello,58
4114,After 5 Somewhere,15
2961,Dahl's / Ep True / Wdm,77
4203,Liquor and Tobacco Outlet /,9
5124,Price Chopper  /  Johnston,77
4309,The Party Pantry,78
4269,Tipton Family Foods,16
4233,Fareway Stores #815 / Cresco,45
4525,Casey's General Store #2425 / Akron,75
3747,T-N-T Liquor,54
4725,Casey's General Store #1548 / Ankeny,77
4131,Fareway Stores #933 / Urbandale,77
3757,Wal-Mart 3590 / Sioux City,97
4109,Best Trip,77
4772,Kum & Go #97 / West Des Moines,77
3615,Emmetsburg Food Pride,74
5072,Pep Stop,44
4510,Casey's General Store #1007 / Malver,65
5001,The Music Station / Independence,10
4376,Kum & Go #6 / Mason City,17
4513,Casey's General Store #1144 / Polk C,77
4735,Walgreens #01301 / Ottumwa,90
4143,Bucky's,19
4938,Pronto Market,10
4013,Wal-Mart 0841 / Tipton,16
5061,Casey's General Store #3382 / Cedar,57
4507,Casey's General Store #2902 / Spence,21
4393,KUM & GO #206 / CLIVE,77
4900,Kwik Stop 4 / Waterloo,7
4460,MOORE'S FOODS,22
2953,Dahl's / E. Euclid,77
4579,USA Food & Gas / Grand Mound,23
4468,CIRCLE K #6600 / MUSCATINE,70
5050,Fareway Stores #147 / Carlisle,91
4149,Fareway Stores #015 / Denison,24
4904,Larchwood Quick Stop,60
4446,QUIK TRIP #513 / URBANDALE,77
3877,Target Store T-2041 / Des Moines,77
4902,Broadway Liquor,7
4428,Kum & Go #200 / Ames,85
3798,Old Calliope Liquor,84
2850,CVS / Pharmacy #10161 / Des Moines,77
3624,Wal-Mart 0748 / Newton,50
4249,Fareway Stores #048 / Clarinda,73
4700,J & C Grocery / Allison,12
4012,Fast Mart,77
3631,Audubon Food Pride,5
4250,Fareway Stores #882 / Eldora,42
4847,Slagle Foods LeClaire,82
4519,Casey's General Store #2923 / WDM,77
4673,Sonny's Super Market / West Point,56
4624,Kwik Shop #568 / Hiawatha,57
5140,A to Z Liquor,18
4288,Uptown Liquor and Tobacco,57
4125,Wapello Jack and Jill,58
4823,Casey's General Store #3223 / Cresto,88
4773,"Fast Mart 2, LLC",77
4134,Pleasantville Grocery,63
3889,Wal-Mart 1005 / Waverly,9
4993,Site Food Mart,56
3774,Eagle Country Market / Dubuque,31
4419,KUM & GO #4 / LAMONI,27
4449,Kum & Go #121 / URBANDALE,77
4712,Walgreens #11942 / Dubuque,31
4161,Fareway Stores #950 / Iowa City,52
2459,Reinhart Foods,39
3614,Ida Grove Food Pride,47
4872,Casey's General Store #2644 / Earlha,61
4381,Kum & Go #443 / Williamsburg,48
3761,Cheese's Food Center,87
4202,Fareway Stores #829 / Sioux City,97
4116,Lake View Foods,81
2838,CVS Pharmacy #8658 / Davenport,82
4034,Spice-n-ice,3
5145,South Side Food Mart,77
4992,Old 34 Gas & Grill,29
4917,Kum & Go #115 / Perry,25
4080,Five Corners Liquor and Win,7
5071,Jeff's Market / Durant,16
4068,Sa Petro Mart,77
4166,Jesup Food Center,10
4820,Lil' Chubs Corner Stop,60
3352,Cork 'n' Bottle,28
4247,Fareway Stores #879 / Belmond,
2658,Hy-Vee Food Store / Mount Ayr,80
4909,Pump N Pak Rock Valley,84
2238,Adventureland Inn,77
4967,Jeff's Market / Blue Grass,82
5011,Kum & Go #443 / Williamsburg,48
3616,Laurens Food Pride,76
4387,KUM & GO #117 / SPIRIT LAKE,30
2559,Hy-Vee Food Store / Albia,68
3583,Mac's Liquor And Videos,93
4843,Stewart Road Fast Break,70
4502,Neighborhood Mart / Waterloo,7
4526,Sub Xpress & Gas,82
4536,Casey's General Store #2420 / Dubuqu,31
4593,The Cue Liquors,84
4234,Fareway Stores #788 / Spencer,21
2609,Hy-Vee Drugstore #2 / Ames,85
3890,Smokin' Joe's #7 Tobacco and Liquor,57
4388,QUIK TRIP #566 / CLIVE,77
3783,Dyno's Wine and Spirits / Pocahontas,76
4782,Casey's General Store #2529 / Lamoni,27
4878,Shortee's Pit Stop,71
3859,Wal-Mart 0750 / Independence,10
4660,Hill Brothers Jiffy Mart / Cedar Rap,57
3790,Wal-Mart 0784 / Mt Pleasan,44
4000,Foodland Super Markets / Woodbine,43
3873,Target Store T-1113 / Coralville,52
4893,Casey's General Store #3098 / WDM,77
4568,Select Mart   Floyd Blvd,97
4520,Casey's General Store #2842 / Huxley,85
4380,Kum & Go #254 / West Branch,16
4592,Dyno's #29 / Emmetsburg,74
3949,Wal-Mart 0751 / Pella,63
4051,Fareway Stores #639 / Maquoketa,49
4563,The Molehill,84
4797,Walgreens #05362 / Des Moines,77
5125,Cash Saver  /  E Euclid Ave,77
4181,Puff N Snuff,31
5029,The Liquor Stop LLC,82
4640,Mart Stop #1 / Davenport,82
4685,Kwik Stop Food Mart,31
4813,USA Food and Gas / Grand Mound,23
4266,Wal-Mart 1683 / Shenandoah,73
3712,Monte Spirits,79
4603,Kum & Go #208 / SE 14th DM,77
4498,Speede Shop / Winthrop,10
4300,Fareway Stores #625 / Oskaloosa,62
4438,Kum & Go #214  Ames,85
4689,Walgreens #11759 / Fort Madison,56
5048,Rolfe Area Market,76
4649,Metro Liquor and Tobacco,78
3853,Ram Liquor Mart,82
4448,Kum & Go #572 / URBANDALE,77
4069,Fareway Stores #648 / Ottumwa,90
4646,Pronto Market / Fairbank,10
4771,Cenex Gas Station,57
5192,Guppy's On the Go  /  Robins,57
2672,Hy-Vee / Winterset,61
3542,Chuck's Sportsmans Beverage,66
4415,KUM & GO #513 / ACKLEY,42
4758,Midtown / Storm Lake,11
4634,Kwik Shop #565 / Cedar Rapids,57
4749,Walgreens #05239 / Davenport,82
4732,Walgreens #07967 / Clive,77
5126,Price Chopper  /  Merle Hay,77
4408,KUM & GO #2217 / BOONE,8
4464,Perfect Value Liquor Mart,82
4436,Kum & Go #216  Ames,85
4280,Slagle's Grocery / Le Claire,82
4814,"Byron Supermarket, Inc.",7
4899,Graettinger Market,74
4232,"Elliott's General Store,",4
3698,Ingersoll Wine Merchants,77
4808,CB Quick Stop / Council Bluffs,78
5046,West K Mart,56
2841,CVS Pharmacy #8532 / Cedar Rapids,57
4491,Casey's General Store #2772 / Cedar,57
4933,River Mart,29
4326,Stratford Food Center,40
5091,Kum & Go #436 / Muscatine,70
4169,Super Quick 2 / Hubbell,77
4023,Wal-Mart 1389 / Boone,8
4816,Casey's General Store #3232 / Shenan,73
4703,Walgreens #00910 / Sioux City,97
3484,Jeff's Foods,18
4582,Pronto / Spirit Lake,30
4084,Fareway Stores #061 / Ankeny,77
4322,Hometown Foods / Baxter,50
4313,Fareway Stores #940 / Atlantic,15
4103,Fareway Stores #093 / Ames,85
4625,Kwik Shop #532 / Council Bluffs,78
4500,Casey's General Store #2788 / North,52
2660,HY-VEE FOOD STORE / SIOUX CENTER,84
4373,Kum & Go #74 / West Des Moines,77
3908,County Market #214 / Fort Madison,56
4825,Casey's General Store #3212 / Osceol,20
4792,Casey's General Store #2899 / De Sot,25
4337,Grand Falls Casino Resort,60
4516,Casey's General Store #1569 / Oaklan,78
3973,Mmdg Spirits / Ames,85
2852,CVS Pharmacy #10329 / Merle Hay,77
5060,L&M Mighty Shop,52
4915,Casey's General Store #2429 / Betten,82
5068,Tobacco Shop / Arnolds Park,30
4569,Car-Go-Express / Sutherland,71
4664,Casey's General Store #24 / Boone,8
4324,Dayton Community Grocery,94
4141,Fareway Stores #975 / SE 22nd / DSM,77
4508,Casey's General Store #2877 / Spence,21
5198,Riverside Liquor,82
4480,Circle K #6602 / Clinton,23
4835,Point Liquor & Tobacco,57
5133,Don's Food Center,84
4148,Fareway Stores #479 / Independence,10
4726,Walgreens #07454 / Ankeny,77
4908,Zapf's Pronto Market,22
4747,Walgreens #11709 / Davenport,82
4258,Fareway Stores #009 / Burlington,29
4845,3rd St Convenience,57
4898,Burlington Shell,29
4676,Sam's Mini Mart / Sioux City,97
4126,Sam's Mainstreet Market / Solon,52
4039,No Frills Supermarkets / Council Blu,78
4670,Guppy's On The Go / Tripoli,9
2583,Hy-Vee Food Store / Washington,92
5127,Price Chopper  /  Ingersoll,77
5067,One Stop Liquor,11
4857,Westland Fast Break,29
4714,Walgreens #05943 / Indianola,91
4846,Casey's General Store #2697 / Onawa,67
3906,Cigarette Outlet #17 / Burlington,29
4511,Super Quick / SE 30 DM,77
4188,"Main St. Market, Inc.",31
4888,Circle S Bluff Stop,97
5115,Pronto Market / Manly,98
4768,Kum & Go #777 / Urbandale,77
4570,Cargo Express,21
4196,Fareway Stores #987 / Davenport,82
5173,Audubon Food Land,5
5182,Kwik Shop #595  /  W Broadway,78
4417,KUM & GO #76 / ADAIR,1
3045,Britt Food Center,41
3393,The Hangout Liquors,66
4959,Bani's,7
4895,Big Discount Liquor,57
4663,Casey's General Store #3077 / Peosta,31
4653,Casey's General Store #1617 / Jeffer,37
4828,Casey's General Store #3228 / Marsha,64
3492,Jubilee Foods / Rockwell City,13
3826,Terribles Lakeside Casino,20
4683,New Star 3 / Waterloo,7
4694,Rina Mart LLC / Davenport,82
4554,Kum & Go #229 / Sioux City,97
3847,Logan Ave Convenience Store,7
5069,Casey's General Store #1705 / Lake M,95
4864,CLINTON LIQUOR & CONVENIENCE STORE,23
3880,Target Store T-2454 / Council Bluffs,78
4225,T P Plaza,64
4595,Quik Trip #559 / Fleur Dr DM,77
4282,Point Liquor and Tobacco /,57
4270,Kum & Go Liquors #37 / Ottumwa,90
5093,Cody Mart,82
4572,Grundy Center Family Foods,38
2847,CVS Pharmacy #10032 / Marion,57
4632,Nat Food Mart / 2nd Ave DM,77
4259,Kum & Go #175 Liquors / Oskaloosa,62
5003,Famous Liquors,82
4138,Fareway Stores #657 / Indianola,91
4254,Fareway Stores #849 / Emmetsburg,74
4505,Casey's General Store #2816 / Johnst,77
4421,KUM & GO #1 / HAMPTON,35
4360,Kum & Go #333 / Newton,50
4459,Kum & Go #544 / Eagle Grove,99
4596,Quik Trip #534 / E University DM,77
4283,Guppys On The Go,57
4547,Fareway Stores #902 / Hampton,35
2848,CVS Pharmacy #10114 / Ankeny,77
4302,Shop N Save / Des Moines,77
5040,Wilton Express,70
3725,Armstrong Liquor Store,32
4533,Casey's General Store #1985 / St. An,66
4605,Kum & Go #509 / Marion,57
4539,Casey's General Store #40 / Scranton,37
4221,Kwik Stop / Texas St,7
4950,Kum & Go #514 / Cedar Rapids,57
4704,The Filling Station / Council Bluffs,78
4803,Walgreens #07453 / Des Moines,77
3910,Riverside Casino And Resort,92
4404,KUM & GO #292 / ANKENY,77
4033,"Mcgregor's Top Shelf, Llc",22
4671,New Star Mart #1 / Waterloo,7
4894,Discount Tobacco and More / Davenpor,82
4589,Dyno's #53 / Sibley,72
4173,L and K Liquor,71
5090,Kum & Go #437 / Muscatine,70
4466,THE PUMPER,33
4389,KUM & GO #651 / ALBIA,68
4018,Hometown Foods / Gladbrook,48
4195,Fareway Stores #792 / Toledo,86
3635,Clark's Food Mart / Ogden,8
4538,K & S Grocery,12
4475,Bucky's Express #27 / Council Bluffs,78
5176,Smokin' Joe's #15 Tobacco & Liquor O,57
5036,Point Liquor & Tobacco,57
4620,Nodaway Valley Market,1
3929,Liquor And Tobacco Outlet,7
4719,Walgreens #06677 / West Des Moines,77
3930,Kuennen's Liquor Store,33
4827,Sauce,52
4424,CIRCLE K #6601 / BURLINGTON,29
4461,QUIK TRIP #503 / WINDSOR HEIGHTS,77
3882,Kwik Shop #579 / Davenport,82
3652,Discount Liquors Of Ida Grove,47
4766,Keywest Conoco / Dubuque,31
4187,Jensen Liquor North,72
5074,New Pioneer Food Co-op  / Center Poi,57
4359,Kum & Go #75 / Waukee,25
5117,Food & Gas Mart  /  Marshalltown,64
5149,B S Mini Mart Inc,29
4293,Eddyville Market and Deli L,90
5004,Ida Grove Food Pride,47
3944,Sam's Club 4973 / Dubuque,31
5034,Liquor Tobacco & Groceries,17
4787,Guppy's On The Go Swisher,52
3003,Super Valu / Mark's,13
5089,Mos Mini Mart,43
3543,Pronto Market,75
4452,Select Mart    Gordon Dr,97
4110,"Brothers Market, Inc.",12
3064,Shugar's Super Valu / Adel,25
4865,Rolfe Area Market,76
5075,Pronto Market  / New Sharon,62
4940,Cambridge Country Store,77
4059,Belle Plaine Country Food,6
4674,Kum & Go #227 / Ames,85
4911,Casey's General Store #1061 / Prince,82
4549,Casey's General Store #2913 / Colo,85
4035,B and B West,7
5148,Main St Market  /  Holy Cross,31
4882,Casey's General Store #3026 / St Cha,61
4985,Casey's General Store #2519 / Merril,75
4369,Kum & Go #28 / Norwalk,91
5151,IDA Liquor,47
4472,Quick Shop Foods / Centerville,4
4928,Shop n Save / 6th Ave,77
4325,Villisca Foods Inc.,69
4310,Fareway Stores #502 / Cherokee,18
4876,Quick Mart / Hiawatha,57
4890,Casey's General Store #3210 / Urband,77
4627,Casey's General Store #1388 / Sully,50
4052,Helle Hometown Variety,97
4356,Kum & Go #396 / Nevada,85
4130,"Boyd Grocery, Inc.",89
4561,Kroegers Liquor Co LLC,7
4786,Casey's General Store #1706 / Winter,61
4274,Ruthven Meat Processing,74
4755,Walgreens #05941 / Mason City,17
4492,Casey's General Store #2773 / Cedar,57
4506,Casey's General Store #2667 / Tiffin,52
4754,Walgreens #12148 / Waverly,9
4319,Fareway Stores #703 / Humbolt,46
4172,Shamrock Spirits,42
4541,Casey's General Store #1045 / Delmar,23
5056,Council Bluffs Sinclair,78
4690,Super Stop and Shop / Baldwin,49
4907,Prime Mart,7
4836,Kum & Go #52 / Iowa City,52
4949,River Drive Smoke Shop,82
5027,Hard Rock Hotel & Casino Sioux City,97
4868,Kum & Go #59 / Waukee,25
4793,Fort Madison Fast Break,56
4699,Walgreens #06553 / Bettendorf,82
4963,Jeff's Market / Durant,16
5097,Fareway Stores #151 / Cedar Rapids,57
4362,Kum & Go #135 / Polk City,77
4090,Mcelroy's Food Market,10
4430,Kum & Go #87 / Fort Dodge,94
4944,Jiffy Express / Martensdale,91
4774,Casey's General Store #3034 / Esther,32
5116,New Star Mart  /  Newton,94
4584,J & C Grocery / Dumont,12
4956,The Cooler,57
4523,Casey's General Store #2563 / Exira,5
4661,Quik Trip #531 / Grimes,77
4923,Casey's General Store #2270 / Aureli,18
4375,Kum & Go #237 / Grimes,77
4636,Kwik Shop #561 / Cedar Rapids,57
4189,Fareway Stores #594 / Manchester,28
5065,Circle S Gordon Drive,97
4859,Circle K #6604 / Burlington,29
4535,Casey's General Store #2421 / Dubuqu,31
4662,Guppy's On The Go / Cedar Rapids,57
5000,Casey's General Store #3319 / Nevada,85
4043,Gasland #102 / Burlington,29
4934,Casey's General Store #2811 / Spring,57
4896,Barrys Mini Mart,3
3864,Hometown Foods / Schaller,81
5172,Uptown Liquor & Tobacco,57
4943,Eldon Kwik Shop,90
3962,Durant Street Country Stop,83
5166,East Side Liquor and Groceries,64
5096,Walgreens #11710 / North Liberty,52
4551,Casey's General Store #2845 / Urband,6
5109,Casey's General Store #3404 / Carlis,91
4641,Kum & Go #573 / SE 14th DM,77
3534,A. V. Liquor,19
4853,Kum & Go #62 / Johnston,77
4736,Walgreens #03876 / Marion,57
4834,Muscatine Fast Break,70
4691,Railroad Street Tobacco and Spirits,42
4738,Casey's General Store #2284 / Counci,78
3969,"R 'n D's Liquor, Llc",1
4705,Walgreens #05977 / Coralville,52
4384,Kum & Go #2093 / Adel,25
4744,Walgreens #03875 / Cedar Rapids,57
2671,Hy-Vee  /  Jefferson,37
4821,Casey's General Store #3215 / Oskalo,62
4669,Vom Fass / Des Moines,77
4194,Fareway Stores #848 / Newton,50
4613,Sparky's One Stop / Carroll,14
5138,Kellogg Country Store,50
4101,Lucky Stop Inc.,85
4353,Kum & Go #302 / Clear Lake,17
5043,West Side Liquor / Waterloo,7
4578,Casey's General Store #2592 / Farmin,89
4756,Walgreens #03196 / Marshalltown,64
4966,Midtown,11
4858,Hwy 34 Truckstop,29
4870,Tobacco 4 Less / Bettendorf,82
4741,Walgreens #03700 / Council Bluffs,78
4476,Bucky's Express #16 / Council Bluffs,78
4113,Tobacco Hut #6 / Council,78
4512,Metro Mart #4 / Waterloo,7
4352,Kum & Go #501 / Creston,88
5010,Sac City Food Pride,81
4745,Walgreens #05042 / Cedar Rapids,57
4248,Fareway Stores #021 / Sheldon,71
5135,Fareway Stores #155 / Huxley,85
4567,Shop N Save / NW 2nd Ave / DSM,77
4094,Campustown Liquor,85
4796,Walgreens #04714 / Des Moines,77
5013,State Food Mart,82
4647,B and B EAST / Waterloo,7
5009,New Pioneer Food Co-op,52
4401,KUM & GO #503 / MARION,57
5123,Price Chopper  /  Clive,25
4763,Parktown BP / Cedar Rapids,57
4753,Casey's General Store #2521 / Adair,1
5033,Kwik Stop,7
4702,Walgreens #05361 / Fort Dodge,94
3891,"Wild Rose Emmetsburg, Llc",74
4730,Walgreens #05944 / Johnston,77
4626,Kwik Shop #527 / Council Bluffs,78
4936,Pickle Barrel Market,78
4941,Kum & Go #170 / Urbandale,77
5031,New Star Raymond,7
4457,KUM & GO #422 / IOWA CITY,52
4833,Crazy Mary's Licker,20
4761,Walgreens #03590 / Waterloo,7
4026,Marshall Discount Liquor,97
4748,Walgreens #06186 / Davenport,82
3871,Target Store T-0069 / WDM,77
4050,Five Star Snacks and Liquor,7
4654,KUM & GO #510 / STUART,1
4537,Casey's General Store #1834 / Leon,27
5063,Logan Convenience Store,7
4119,Target Store T-2526 / Cedar Falls,7
5077,Wal-Mart 3150 / Council Bluffs,78
4159,Fareway Stores #073 / Council Bluffs,78
5044,Casey's General Store #3202 / Cresce,78
5047,The Fresh Market,57
4532,Casey's General Store #2274 / Sioux,11
4591,Casey's General Store #3052 / Clario,99
4135,Fareway Stores #925 / Altoona,77
4527,Casey's General Store #30 / Gilmore,46
5153,Oak Street Station LLC,60
4810,Kum & Go #518 / Ankeny,77
4710,Walgreens #09708 / Dubuque,31
4298,Terry's Food Center,86
4518,Casey's General Store #2824 / WDM,77
4765,Kwik Stop C-Stores / Dubuque,31
5080,C's Liquor Store,21
4727,Walgreens #07996 / Ankeny,77
3016,Super Valu / bender's,9
5076,Cubby's Sioux City,97
4926,GS Super Stop,77
4852,Kum & Go #520 / Cedar Rapids,57
4789,Katy Did's General Store,63
4503,Casey's General Store #38 / Treynor,78
4385,Kum & Go #43 / New Virginia,91
4275,Fareway Stores #980 / Knoxville,63
4493,Casey's General Store #2850 / Cedar,57
5146,Fareway Stores #153  /  W Des Moines,77
4041,Mandm Pantry,23
4740,Walgreens #04405 / Council Bluffs,78
4838,Casey's General Store #2448 / Ogden,8
4781,Casey's General Store #3079 / Early,81
4885,SNK Gas & Food LLC,49
4501,Kum & Go #134 / Fairfield,51
4751,Walgreens #03595 / Davenport,82
3803,Strawberry Foods and Deli,22
4798,Walgreens #05721 / Des Moines,77
4371,Kum & Go #50 / West Des Moines,77
4987,Almost Always Open,85
5005,Laurens Food Pride,76
3895,Tom's Market and Meats,29
4470,Kum & Go #211 / WATERLOO,7
4955,Cenex Ampride,17
4341,Mj's Grocery,15
4687,Kum & Go #517 / Cedar Rapids,57
4657,Casey's General Store #2526 / Wellsb,38
4372,Kum & Go #404 / Mason City,17
4656,Casey's General Store #2301 / Ames,85
4746,Walgreens #05885 / Muscatine,70
5162,Urbandale Liquor,77
4733,Walgreens #03773 / Urbandale,77
4066,Xpress Liquor,91
4921,Market Express,57
4975,Walgreens #15647 / Sioux City,97
4916,Perez Grocery,90
4948,Wheatland Day Break,23
4416,KUM & GO #83 / CASEY,39
4998,Lake City Food Center,13
4785,Casey's General Store #2835 / Avoca,78
4465,HOME TOWN FOOD ON 4,13
4450,Kum & Go #157 / URBANDALE,77
4531,Casey's General Store #2626 / Afton,88
4759,Walgreens #10855 / Waterloo,7
4095,City Liquor And Tobacco / Waterloo,7
4515,Casey's General Store #1588 / Dows,99
5106,Barnes Food Land,23
4718,Walgreens #06623 / West Des Moines,77
4850,Big 10 Mart,57
4978,Prime Mart / Waterloo,7
4722,Walgreens #09476 / Burlington,29
4961,Kwik Stop / Cedar Cross,31
4552,Casey's General Store #2493 / Buffal,82
4590,Casey's General Store #3045 / Cedar,7
4924,Abby Lea's,19
4942,East Village Pantry,77
5134,Prime Mart #6  /  Charles City,34
4679,Walgreens #12393 / Cedar Rapids,57
4621,Casey's General Store #23 / Maxwell,85
4906,Smoke.N.Pipe,57
5094,Casey's General Store #2778 / Cedar,57
4760,Walgreens #07455 / Waterloo,7
5188,Kum & Go #251 / Sioux City,97
4488,Casey's General Store #2762 / Cedar,57
5100,Sam's Food,82
5174,Jim's Food   /  Sullivan Ave,7
4530,Casey's General Store #2566 / Ely,57
5049,Gas N Go  /  Waverly,9
4386,KUM & GO #701 / MARSHALLTOWN,64
4780,Casey's General Store #3043 / Britt,41
4790,Mediapolis Fast Break,29
2669,Hy-Vee / Corydon,93
4365,Kum & Go #222 / West St Grinnell,79
5110,Ramsey's Market Liquor,87
4560,Casey's General Store #2914 / Harlan,83
4546,Casey's General Store #2303 / Glidde,14
4910,Prime Mart #3 / Waterloo,7
4038,No Frills Supermarkets / Denison,24
4919,Kum & Go #4084 / Altoona,77
4486,Kum & Go #608 / Okoboji,30
5183,Casey's General Store #77  /  Cascad,31
9001,Cedar Ridge Vineyards,52
4367,Kum & Go #109 / Mason City,17
5026,Forrest Hometown Market,48
4688,Walgreens #10770 / Carroll,14
4731,Walgreens #05060 / Clive,77
3554,Dick's Beverage Depot,9
4534,D & B Foods,49
4407,KUM & GO #1272 / KNOXVILLE,63
4799,Walgreens #05777 / Des Moines,77
4489,Casey's General Store #2763 / Cedar,57
4643,Cubby's Red Oak,69
4925,Kum & Go #574 / Urbandale,77
4717,Walgreens #05512 / Bettendorf,82
4639,Liquor & Tobacco Outlet / Fort Dodge,94
4734,Walgreens #04973 / Urbandale,77
4607,Casey's General Store #1024 / Gutten,22
4543,Casey's General Store #2924 / Marion,57
4581,Prime Mart / Cedar Falls,7
4573,Casey's General Store #1330 / Hambur,36
4396,"Trunck's Country Foods, INC.",38
